Continente;cod continente;Pa�s;cod pais;UF;cod uf;Via;cod via;ano;M�s;cod mes;Chegadas
Europa;6;Dinamarca;62;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Dinamarca;62;Distrito Federal;7;Aereo;1;2023;Novembro;11;10
Europa;6;Dinamarca;62;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Dinamarca;62;Distrito Federal;7;Aereo;1;2023;Dezembro;12;5
Europa;6;Dinamarca;62;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Abril;4;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Junho;6;1
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Julho;7;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Agosto;8;1
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Setembro;9;1
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
africa;1;Egito;4;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;1
africa;1;Egito;4;Distrito Federal;7;Aereo;1;2023;Abril;4;1
africa;1;Egito;4;Distrito Federal;7;Aereo;1;2023;Junho;6;1
africa;1;Egito;4;Distrito Federal;7;Aereo;1;2023;Outubro;10;2
africa;1;Egito;4;Distrito Federal;7;Aereo;1;2023;Novembro;11;4
africa;1;Egito;4;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Janeiro;1;5
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;4
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Marco;3;4
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Abril;4;2
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Maio;5;10
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Junho;6;11
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Julho;7;5
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Agosto;8;15
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Setembro;9;14
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Outubro;10;9
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Novembro;11;9
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Dezembro;12;12
America Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Abril;4;1
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Maio;5;0
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Junho;6;29
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Julho;7;0
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Agosto;8;1
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Setembro;9;1
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Outubro;10;28
asia;5;Outros pa�ses;56;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Janeiro;1;34
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;33
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Marco;3;68
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Abril;4;230
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Maio;5;145
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Junho;6;128
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Julho;7;184
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Agosto;8;201
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Setembro;9;209
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Outubro;10;225
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Novembro;11;259
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Dezembro;12;133
America do Sul;4;Equador;30;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Junho;6;0
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;0
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Marco;3;2
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Abril;4;2
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Maio;5;2
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Junho;6;1
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Setembro;9;4
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Outubro;10;1
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Novembro;11;1
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
Europa;6;Eslovaquia;63;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Janeiro;1;1
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;2
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Abril;4;0
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Maio;5;1
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Julho;7;0
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Setembro;9;0
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Eslov�nia;64;Distrito Federal;7;Aereo;1;2023;Dezembro;12;1
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Janeiro;1;142
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;102
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Marco;3;145
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Abril;4;83
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Maio;5;74
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Junho;6;131
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Julho;7;135
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Agosto;8;127
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Setembro;9;80
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Outubro;10;61
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Novembro;11;138
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Dezembro;12;108
Europa;6;Espanha;65;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Janeiro;1;1119
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;1178
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Marco;3;2222
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Abril;4;639
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Maio;5;724
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Junho;6;957
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Julho;7;2068
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Agosto;8;1770
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Setembro;9;1050
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Outubro;10;1189
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Novembro;11;1413
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Dezembro;12;3427
America do Norte;3;Estados Unidos;24;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Abril;4;0
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Maio;5;1
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Junho;6;1
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Agosto;8;1
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Outubro;10;2
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Est�nia;66;Distrito Federal;7;Aereo;1;2023;Dezembro;12;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Junho;6;3
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Oceania;7;Outros pa�ses;92;Distrito Federal;7;Aereo;1;2023;Abril;4;1
Oceania;7;Outros pa�ses;92;Distrito Federal;7;Aereo;1;2023;Agosto;8;1
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Janeiro;1;0
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;1
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Marco;3;0
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Abril;4;2
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Maio;5;4
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Junho;6;4
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Julho;7;0
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Agosto;8;2
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Setembro;9;1
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Outubro;10;4
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Novembro;11;2
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
asia;5;Filipinas;43;Distrito Federal;7;Aereo;1;2023;Dezembro;12;2
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;2
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Marco;3;1
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Abril;4;5
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Maio;5;1
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Junho;6;2
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Julho;7;3
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Agosto;8;3
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Setembro;9;2
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Outubro;10;4
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Novembro;11;3
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Dezembro;12;5
Europa;6;Finl�ndia;67;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Janeiro;1;81
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;102
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Marco;3;89
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Abril;4;84
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Maio;5;64
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Junho;6;77
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Julho;7;363
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Agosto;8;348
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Setembro;9;171
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Outubro;10;182
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Novembro;11;232
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Dezembro;12;222
Europa;6;Fran�a;68;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Junho;6;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Julho;7;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
africa;1;Gana;5;Distrito Federal;7;Aereo;1;2023;Janeiro;1;0
africa;1;Gana;5;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;2
africa;1;Gana;5;Distrito Federal;7;Aereo;1;2023;Abril;4;1
africa;1;Gana;5;Distrito Federal;7;Aereo;1;2023;Maio;5;1
africa;1;Gana;5;Distrito Federal;7;Aereo;1;2023;Junho;6;1
africa;1;Gana;5;Distrito Federal;7;Aereo;1;2023;Julho;7;1
africa;1;Gana;5;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
Europa;6;Outros pa�ses;89;Distrito Federal;7;Aereo;1;2023;Marco;3;1
Europa;6;Outros pa�ses;89;Distrito Federal;7;Aereo;1;2023;Junho;6;1
Europa;6;Outros pa�ses;89;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Outros pa�ses;89;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Abril;4;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Junho;6;2
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Agosto;8;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Setembro;9;1
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Outubro;10;2
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America Central e Caribe;2;Outros pa�ses;22;Distrito Federal;7;Aereo;1;2023;Dezembro;12;4
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Janeiro;1;2
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;13
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Marco;3;1
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Abril;4;4
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Maio;5;4
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Junho;6;2
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Julho;7;2
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Agosto;8;1
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Setembro;9;0
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Outubro;10;2
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Novembro;11;3
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Grecia;69;Distrito Federal;7;Aereo;1;2023;Dezembro;12;5
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Janeiro;1;6
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;7
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Marco;3;7
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Abril;4;15
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Maio;5;8
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Junho;6;12
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Julho;7;14
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Agosto;8;6
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Setembro;9;8
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Outubro;10;45
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Novembro;11;29
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Dezembro;12;15
America Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Janeiro;1;4
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;6
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Abril;4;0
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Maio;5;2
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Junho;6;9
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Julho;7;7
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Agosto;8;3
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Setembro;9;9
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Outubro;10;7
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Novembro;11;8
America do Sul;4;Guiana;31;Distrito Federal;7;Aereo;1;2023;Dezembro;12;4
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Setembro;9;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Dezembro;12;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Abril;4;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Janeiro;1;4
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Marco;3;2
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Abril;4;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Maio;5;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Junho;6;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Julho;7;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Agosto;8;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Setembro;9;5
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Novembro;11;3
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Dezembro;12;1
africa;1;Outros pa�ses;11;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Janeiro;1;1
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Marco;3;1
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Abril;4;0
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Maio;5;1
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Junho;6;1
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Julho;7;1
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Agosto;8;0
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Setembro;9;1
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Outubro;10;2
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America Central e Caribe;2;Haiti;16;Distrito Federal;7;Aereo;1;2023;Dezembro;12;3
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Janeiro;1;10
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;15
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Marco;3;12
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Abril;4;26
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Maio;5;13
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Junho;6;13
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Julho;7;24
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Agosto;8;22
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Setembro;9;13
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Outubro;10;21
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Novembro;11;25
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Dezembro;12;51
Europa;6;Holanda;70;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Janeiro;1;3
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;3
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Marco;3;8
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Abril;4;2
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Maio;5;7
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Junho;6;1
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Julho;7;5
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Agosto;8;14
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Setembro;9;9
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Outubro;10;22
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Novembro;11;24
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Dezembro;12;6
America Central e Caribe;2;Honduras;17;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Janeiro;1;2
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Marco;3;3
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Abril;4;0
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Maio;5;1
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Junho;6;0
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Julho;7;2
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Agosto;8;0
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Setembro;9;1
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Outubro;10;8
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Outubro;10;0
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Novembro;11;1
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Novembro;11;0
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Dezembro;12;4
Europa;6;Hungria;71;Distrito Federal;7;Aereo;1;2023;Dezembro;12;0
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Fevereiro;2;4
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Abril;4;5
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Maio;5;3
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Junho;6;14
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Julho;7;6
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Agosto;8;7
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Setembro;9;7
asia;5;�ndia;44;Distrito Federal;7;Aereo;1;2023;Outubro;10;13
